county_name,state,county_code,deaths,population,crude_rate
Dodge,NE,31053,144,36222,397.5
Douglas,NE,31055,1588,574332,276.5
Fillmore,NE,31059,36,5519,652.3
Franklin,NE,31061,25,2940,850.3
Furnas,NE,31065,25,4653,537.3
Gage,NE,31067,134,21431,625.3
Garden,NE,31069,16,1847,Unreliable
Garfield,NE,31071,13,1956,Unreliable
Gosper,NE,31073,12,1986,Unreliable
Greeley,NE,31077,11,2319,Unreliable
Hall,NE,31079,215,61028,352.3
Hamilton,NE,31081,32,9237,346.4
Harlan,NE,31083,18,3311,Unreliable
Hitchcock,NE,31087,15,2773,Unreliable
Holt,NE,31089,45,9956,452.0
Howard,NE,31093,24,6488,369.9
Jefferson,NE,31095,43,7099,605.7
Johnson,NE,31097,25,5057,494.4
Kearney,NE,31099,35,6652,526.2
Keith,NE,31101,52,7983,651.4
Kimball,NE,31105,18,3495,Unreliable
Knox,NE,31107,45,8304,541.9
Lancaster,NE,31109,963,320650,300.3
Lincoln,NE,31111,192,34347,559.0
Madison,NE,31119,147,34813,422.3
Merrick,NE,31121,36,7809,461.0
Morrill,NE,31123,31,4625,670.3
Nance,NE,31125,27,3532,764.4
Nemaha,NE,31127,44,7044,624.6
Nuckolls,NE,31129,15,4134,Unreliable
Otoe,NE,31131,69,15965,432.2
Pawnee,NE,31133,15,2601,Unreliable
Phelps,NE,31137,33,9006,366.4
Pierce,NE,31139,28,7184,389.8
Platte,NE,31141,113,33364,338.7
Polk,NE,31143,28,5201,538.4
Red Willow,NE,31145,52,10627,489.3
Richardson,NE,31147,43,7791,551.9
Rock,NE,31149,15,1377,Unreliable
Saline,NE,31151,44,13987,314.6
Sarpy,NE,31153,484,188856,256.3
Saunders,NE,31155,83,21927,378.5
Scotts Bluff,NE,31157,148,35299,419.3
Seward,NE,31159,81,17186,471.3
Sheridan,NE,31161,39,5150,757.3
Sherman,NE,31163,18,2986,Unreliable
Stanton,NE,31167,21,5880,357.1
Thayer,NE,31169,24,4887,491.1
Thurston,NE,31173,32,7220,443.2
Valley,NE,31175,16,4103,Unreliable
Washington,NE,31177,74,20901,354.1
Wayne,NE,31179,28,9492,295.0
Webster,NE,31181,23,3419,672.7
York,NE,31185,69,13511,510.7
Churchill,NV,32001,126,25363,496.8
Clark,NV,32003,8540,2315963,368.7
Douglas,NV,32005,287,49088,584.7
Elko,NV,32007,179,53006,337.7
Eureka,NV,32011,13,2065,Unreliable
Humboldt,NV,32013,70,16962,412.7
Lander,NV,32015,21,5514,380.8
Lincoln,NV,32017,28,5159,542.7
Lyon,NV,32019,339,58319,581.3
Mineral,NV,32021,33,4518,730.4
Nye,NV,32023,439,48054,913.6
Pershing,NV,32027,25,6573,380.3
Storey,NV,32029,13,4207,Unreliable
Washoe,NV,32031,1955,477082,409.8
White Pine,NV,32033,50,9466,528.2
Carson City,NV,32510,357,56034,637.1
Belknap,NH,33001,338,61551,549.1
Carroll,NH,33003,284,49167,577.6
Cheshire,NH,33005,335,76228,439.5
Coos,NH,33007,239,31174,766.7
Grafton,NH,33009,389,90691,428.9
Hillsborough,NH,33011,1538,418735,367.3
Merrimack,NH,33013,649,152622,425.2
Rockingham,NH,33015,1171,311307,376.2
Strafford,NH,33017,487,131533,370.2
Sullivan,NH,33019,219,43267,506.2
Atlantic,NJ,34001,1267,262945,481.8
Bergen,NJ,34003,2999,930394,322.3
Burlington,NJ,34005,1821,446596,407.8
Camden,NJ,34007,2183,506809,430.7
Cape May,NJ,34009,605,91546,660.9
Cumberland,NJ,34011,689,147008,468.7
Essex,NJ,34013,2630,800501,328.5
Gloucester,NJ,34015,1266,293245,431.7
Hudson,NJ,34017,1658,671666,246.8
Hunterdon,NJ,34019,429,124797,343.8
Mercer,NJ,34021,1374,367239,374.1
Middlesex,NJ,34023,2650,822736,322.1
Monmouth,NJ,34025,2601,618381,420.6
Morris,NJ,34027,1770,491087,360.4
Ocean,NJ,34029,3438,614237,559.7
Passaic,NJ,34031,1672,500382,334.1
Salem,NJ,34033,353,62451,565.2
Somerset,NJ,34035,1087,329331,330.1
Sussex,NJ,34037,594,140002,424.3
Union,NJ,34039,1719,555394,309.5
Warren,NJ,34041,498,105624,471.5
Bernalillo,NM,35001,2780,681666,407.8
Catron,NM,35003,30,3623,828.0
Chaves,NM,35005,303,64711,468.2
Cibola,NM,35006,122,26354,462.9
Colfax,NM,35007,59,11927,494.7
Curry,NM,35009,221,48793,452.9
DeBaca,NM,35011,13,1673,Unreliable
Dona Ana,NM,35013,868,221262,392.3
Eddy,NM,35015,273,58418,467.3
Grant,NM,35017,156,27007,577.6
Guadalupe,NM,35019,24,4275,561.4
Hidalgo,NM,35023,28,4106,681.9
Lea,NM,35025,275,71830,382.8
Lincoln,NM,35027,117,19939,586.8
Los Alamos,NM,35028,67,19462,344.3
Luna,NM,35029,141,23905,589.8
McKinley,NM,35031,336,70824,474.4
Mora,NM,35033,23,4478,513.6
Otero,NM,35035,298,67967,438.4
Quay,NM,35037,55,8197,671.0
Rio Arriba,NM,35039,210,38521,545.2
Roosevelt,NM,35041,74,18350,403.3
Sandoval,NM,35043,591,148904,396.9
San Juan,NM,35045,563,123312,456.6
San Miguel,NM,35047,147,27144,541.6
Santa Fe,NM,35049,590,151946,388.3
Sierra,NM,35051,103,10867,947.8
Socorro,NM,35053,72,16541,435.3
Taos,NM,35055,157,32593,481.7
Torrance,NM,35057,81,15486,523.1
Union,NM,35059,18,4026,Unreliable
Valencia,NM,35061,342,77574,440.9
Albany,NY,36001,1224,303654,403.1
Allegany,NY,36003,224,45587,491.4
Bronx,NY,36005,4558,1401142,325.3
Broome,NY,36007,968,189420,511.0
Cattaraugus,NY,36009,411,75863,541.8
Cayuga,NY,36011,350,76029,460.4
Chautauqua,NY,36013,704,126032,558.6
Chemung,NY,36015,476,82622,576.1
Chenango,NY,36017,281,46730,601.3
Clinton,NY,36019,364,79778,456.3
Columbia,NY,36021,272,59534,456.9
Cortland,NY,36023,211,47173,447.3
Delaware,NY,36025,247,43938,562.2
Dutchess,NY,36027,1200,293293,409.1
Erie,NY,36029,4402,917241,479.9
Essex,NY,36031,194,36891,525.9
Franklin,NY,36033,191,49965,382.3
Fulton,NY,36035,306,52812,579.4
Genesee,NY,36037,259,56994,454.4
Greene,NY,36039,255,47177,540.5
Hamilton,NY,36041,27,4345,621.4
Herkimer,NY,36043,298,60945,489.0
Jefferson,NY,36045,426,108095,394.1
Kings,NY,36047,7482,2538934,294.7
Lewis,NY,36049,98,26187,374.2
Livingston,NY,36051,263,62398,421.5
Madison,NY,36053,297,70478,421.4
Monroe,NY,36055,3010,740900,406.3
Montgomery,NY,36057,244,49170,496.2
Nassau,NY,36059,4591,1351334,339.7
New York,NY,36061,4417,1611989,274.0
Niagara,NY,36063,1135,208396,544.6
Oneida,NY,36065,1099,227346,483.4
Onondaga,NY,36067,1935,459214,421.4
Ontario,NY,36069,449,110091,407.8
Orange,NY,36071,1329,385234,345.0
Orleans,NY,36073,185,39978,462.8
Oswego,NY,36075,568,116346,488.2
Otsego,NY,36077,297,58701,506.0
Putnam,NY,36079,341,98532,346.1
Queens,NY,36081,6694,2225821,300.7
Rensselaer,NY,36083,685,158108,433.2
Richmond,NY,36085,1647,475327,346.5
Rockland,NY,36087,972,326225,298.0
St. Lawrence,NY,36089,489,107185,456.2
Saratoga,NY,36091,908,230298,394.3
Schenectady,NY,36093,688,155358,442.8
Schoharie,NY,36095,146,31132,469.0
Schuyler,NY,36097,99,17685,559.8
Seneca,NY,36099,154,33991,453.1
Steuben,NY,36101,511,94657,539.8
Suffolk,NY,36103,5572,1474273,377.9
Sullivan,NY,36105,369,75802,486.8
Tioga,NY,36107,261,47904,544.8
Tompkins,NY,36109,273,101058,270.1
Ulster,NY,36111,785,177716,441.7
Warren,NY,36113,314,63756,492.5
Washington,NY,36115,318,60606,524.7
Wayne,NY,36117,450,89339,503.7
Westchester,NY,36119,3076,965802,318.5
Wyoming,NY,36121,173,39465,438.4
Yates,NY,36123,108,24780,435.8
Alamance,NC,37001,727,171346,424.3
Alexander,NC,37003,182,37441,486.1
Alleghany,NC,37005,58,11194,518.1
Anson,NC,37007,122,24097,506.3
Ashe,NC,37009,178,27166,655.2
Avery,NC,37011,84,17571,478.1
Beaufort,NC,37013,259,47073,550.2
Bertie,NC,37015,97,18712,518.4
Bladen,NC,37017,186,32911,565.2
Brunswick,NC,37019,737,149039,494.5
Buncombe,NC,37021,1167,263477,442.9
Burke,NC,37023,480,90418,530.9
Cabarrus,NC,37025,742,221479,335.0
Caldwell,NC,37027,486,82100,592.0
Camden,NC,37029,52,10984,473.4
Carteret,NC,37031,349,69558,501.7
Caswell,NC,37033,121,22443,539.1
Catawba,NC,37035,757,160307,472.2
Chatham,NC,37037,314,75748,414.5
Cherokee,NC,37039,181,29073,622.6
Chowan,NC,37041,82,13815,593.6
Clay,NC,37043,73,11505,634.5
Cleveland,NC,37045,510,99035,515.0
Columbus,NC,37047,307,54754,560.7
Craven,NC,37049,478,101233,472.2
Cumberland,NC,37051,1197,336364,355.9
Currituck,NC,37053,85,29052,292.6
Dare,NC,37055,132,37547,351.6
Davidson,NC,37057,856,169234,505.8
Davie,NC,37059,215,43286,496.7
Duplin,NC,37061,216,58794,367.4
Durham,NC,37063,886,327306,270.7
Edgecombe,NC,37065,257,50829,505.6
Forsyth,NC,37067,1624,383843,423.1
Franklin,NC,37069,264,71859,367.4
Gaston,NC,37071,1188,226568,524.3
Gates,NC,37073,51,11464,444.9
Graham,NC,37075,33,8474,389.4
Granville,NC,37077,254,60486,419.9
Greene,NC,37079,73,20928,348.8
Guilford,NC,37081,2164,540521,400.4
Halifax,NC,37083,276,49479,557.8
Harnett,NC,37085,460,137058,335.6
Haywood,NC,37087,375,62972,595.5
Henderson,NC,37089,638,118445,538.6
Hertford,NC,37091,99,23108,428.4
Hoke,NC,37093,139,55830,249.0
Hyde,NC,37095,18,4843,Unreliable
Iredell,NC,37097,679,185770,365.5
Jackson,NC,37099,138,44033,313.4
Johnston,NC,37101,709,216246,327.9
Jones,NC,37103,35,9250,378.4
Lee,NC,37105,251,62353,402.5
Lenoir,NC,37107,301,55720,540.2
Lincoln,NC,37109,395,88097,448.4
McDowell,NC,37111,243,45782,530.8
Macon,NC,37113,238,35994,661.2
Madison,NC,37115,111,21740,510.6
Martin,NC,37117,143,22178,644.8
Mecklenburg,NC,37119,2760,1128945,244.5
Mitchell,NC,37121,89,14881,598.1
Montgomery,NC,37123,113,27238,414.9
Moore,NC,37125,503,103352,486.7
Nash,NC,37127,450,94859,474.4
New Hanover,NC,37129,794,236613,335.6
Northampton,NC,37131,127,19088,665.3
Onslow,NC,37133,587,203943,287.8
Orange,NC,37135,336,149077,225.4
Pamlico,NC,37137,71,12715,558.4
Pasquotank,NC,37139,195,40372,483.0
Pender,NC,37141,243,64671,375.7
Perquimans,NC,37143,86,13667,629.3
Person,NC,37145,171,39925,428.3
Pitt,NC,37147,632,182924,345.5
Polk,NC,37149,124,21030,589.6
Randolph,NC,37151,774,144557,535.4
Richmond,NC,37153,270,44332,609.0
Robeson,NC,37155,587,129999,451.5
Rockingham,NC,37157,494,91285,541.2
Rowan,NC,37159,685,142495,480.7
Rutherford,NC,37161,375,67076,559.1
Sampson,NC,37163,275,63382,433.9
Scotland,NC,37165,179,34637,516.8
Stanly,NC,37167,319,63239,504.4
Stokes,NC,37169,281,45743,614.3
Surry,NC,37171,448,71683,625.0
Swain,NC,37173,106,14179,747.6
Transylvania,NC,37175,189,34498,547.9
Tyrrell,NC,37177,13,3774,Unreliable
Union,NC,37179,695,244562,284.2
Vance,NC,37181,240,44718,536.7
Wake,NC,37183,2332,1132271,206.0
Warren,NC,37185,115,19522,589.1
Washington,NC,37187,69,11485,600.8
Watauga,NC,37189,163,56441,288.8
Wayne,NC,37191,459,123967,370.3
Wilkes,NC,37193,353,68043,518.8
Wilson,NC,37195,366,81979,446.5
Yadkin,NC,37197,203,37625,539.5
Yancey,NC,37199,107,18099,591.2
Adams,ND,38001,10,2188,Unreliable
Barnes,ND,38003,46,10402,442.2
Benson,ND,38005,36,6762,532.4
Bottineau,ND,38009,24,6287,381.7
Bowman,ND,38011,15,2986,Unreliable
Burleigh,ND,38015,299,96212,310.8
Cass,ND,38017,503,183904,273.5
Dickey,ND,38021,27,4705,573.9
Divide,ND,38023,10,2277,Unreliable
Dunn,ND,38025,11,4465,Unreliable
Eddy,ND,38027,19,2179,Unreliable
Emmons,ND,38029,11,3187,Unreliable
Foster,ND,38031,15,3165,Unreliable
Grand Forks,ND,38035,208,69481,299.4
Grant,ND,38037,13,2215,Unreliable
Griggs,ND,38039,12,2207,Unreliable
Hettinger,ND,38041,16,2438,Unreliable
Kidder,ND,38043,10,2458,Unreliable
LaMoure,ND,38045,32,4033,793.5
McHenry,ND,38049,22,5695,386.3
McIntosh,ND,38051,14,2440,Unreliable
McKenzie,ND,38053,30,15242,196.8
McLean,ND,38055,36,9416,382.3
Mercer,ND,38057,39,8174,477.1
Morton,ND,38059,136,31503,431.7
Mountrail,ND,38061,36,10502,342.8
Nelson,ND,38063,21,2789,753.0
Pembina,ND,38067,24,6658,360.5
Pierce,ND,38069,20,3928,509.2
Ramsey,ND,38071,52,11388,456.6
Ransom,ND,38073,30,5173,579.9
Renville,ND,38075,13,2283,Unreliable
Richland,ND,38077,48,16156,297.1
Rolette,ND,38079,72,14165,508.3
Sargent,ND,38081,16,3913,Unreliable
Sheridan,ND,38083,11,1275,Unreliable
Sioux,ND,38085,16,4173,Unreliable
Stark,ND,38089,101,32107,314.6
Stutsman,ND,38093,80,20498,390.3
Traill,ND,38097,35,7959,439.8
Walsh,ND,38099,42,10437,402.4
Ward,ND,38101,197,68466,287.7
Wells,ND,38103,25,3709,674.0
Williams,ND,38105,96,38700,248.1
Adams,OH,39001,178,27531,646.5
Allen,OH,39003,529,101980,518.7
Ashland,OH,39005,297,53362,556.6
Ashtabula,OH,39007,545,96513,564.7
Athens,OH,39009,249,65481,380.3
Auglaize,OH,39011,218,45680,477.2
Belmont,OH,39013,393,65932,596.1
Brown,OH,39015,243,43414,559.7
Butler,OH,39017,1599,385648,414.6
Carroll,OH,39019,143,26897,531.7
Champaign,OH,39021,198,38960,508.2
Clark,OH,39023,881,133593,659.5
Clermont,OH,39025,932,207449,449.3
Clinton,OH,39027,237,41921,565.3
Columbiana,OH,39029,591,101118,584.5
Coshocton,OH,39031,192,36449,526.8
Crawford,OH,39033,259,41338,626.5
Cuyahoga,OH,39035,5744,1227883,467.8
Darke,OH,39037,284,51205,554.6
Defiance,OH,39039,190,37778,502.9
Delaware,OH,39041,597,213554,279.6
Erie,OH,39043,377,73719,511.4
Fairfield,OH,39045,646,159709,404.5
Fayette,OH,39047,166,28579,580.8
Franklin,OH,39049,4459,1324624,336.6
Fulton,OH,39051,218,41889,520.4
Gallia,OH,39053,174,29802,583.9
Geauga,OH,39055,363,93271,389.2
Greene,OH,39057,684,170122,402.1
Guernsey,OH,39059,246,38779,634.4
Hamilton,OH,39061,3372,817985,412.2
Hancock,OH,39063,372,75407,493.3
Hardin,OH,39065,179,31469,568.8
Harrison,OH,39067,103,15014,686.0
Henry,OH,39069,145,26904,539.0
Highland,OH,39071,259,43304,598.1
Hocking,OH,39073,153,28095,544.6
Holmes,OH,39075,134,44004,304.5
Huron,OH,39077,295,57979,508.8
Jackson,OH,39079,188,32493,578.6
Jefferson,OH,39081,429,64939,660.6
Knox,OH,39083,295,62423,472.6
Lake,OH,39085,1170,229569,509.7
Lawrence,OH,39087,417,59091,705.7
Licking,OH,39089,784,178100,440.2
Logan,OH,39091,226,45326,498.6
Lorain,OH,39093,1509,312172,483.4
Lucas,OH,39095,1999,428294,466.7
Madison,OH,39097,178,44559,399.5
Mahoning,OH,39099,1307,226075,578.1
Marion,OH,39101,364,64820,561.6
Medina,OH,39103,765,180912,422.9
Meigs,OH,39105,134,22678,590.9
Mercer,OH,39107,193,41274,467.6
Miami,OH,39109,559,107516,519.9
Monroe,OH,39111,91,13586,669.8
Montgomery,OH,39113,2855,531610,537.0
Morgan,OH,39115,82,14305,573.2
Morrow,OH,39117,156,35411,440.5
Muskingum,OH,39119,433,86020,503.4
Noble,OH,39121,51,14364,355.1
Ottawa,OH,39123,206,40253,511.8
Paulding,OH,39125,86,18648,461.2
Perry,OH,39127,171,36215,472.2
Pickaway,OH,39129,295,58658,502.9
Pike,OH,39131,190,27695,686.0
Portage,OH,39133,706,162583,434.2
Preble,OH,39135,228,40836,558.3
Putnam,OH,39137,174,33654,517.0
Richland,OH,39139,767,120891,634.5
Ross,OH,39141,436,76420,570.5
Sandusky,OH,39143,350,58351,599.8
Scioto,OH,39145,409,74347,550.1
Seneca,OH,39147,288,54938,524.2
Shelby,OH,39149,222,48337,459.3
Stark,OH,39151,1933,369772,522.8
Summit,OH,39153,2732,538866,507.0
Trumbull,OH,39155,1218,196800,618.9
Tuscarawas,OH,39157,505,91776,550.3
Union,OH,39159,220,60021,366.5
Van Wert,OH,39161,136,28159,483.0
Vinton,OH,39163,88,12972,678.4
Warren,OH,39165,865,238412,362.8
Washington,OH,39167,361,59652,605.2
Wayne,OH,39169,570,115694,492.7
Williams,OH,39171,202,36565,552.4
Wood,OH,39173,496,131113,378.3
Wyandot,OH,39175,117,21711,538.9
Adair,OK,40001,123,21955,560.2
Alfalfa,OK,40003,31,5718,542.1
Atoka,OK,40005,94,13912,675.7
Beaver,OK,40007,22,5207,422.5
Beckham,OK,40009,117,21468,545.0
Blaine,OK,40011,62,9447,656.3
Bryan,OK,40013,246,48998,502.1
Caddo,OK,40015,166,28684,578.7
Canadian,OK,40017,526,153192,343.4
Carter,OK,40019,285,48353,589.4
Cherokee,OK,40021,253,49019,516.1
Choctaw,OK,40023,93,14646,635.0
Cimarron,OK,40025,19,2145,Unreliable
Cleveland,OK,40027,1050,287066,365.8
Coal,OK,40029,33,5587,590.7
Comanche,OK,40031,484,121099,399.7
Cotton,OK,40033,33,5676,581.4
Craig,OK,40035,111,14194,782.0
Creek,OK,40037,412,71485,576.3
Custer,OK,40039,132,28648,460.8
Delaware,OK,40041,275,43136,637.5
Dewey,OK,40043,32,4815,664.6
Ellis,OK,40045,24,3830,626.6
Garfield,OK,40047,351,60869,576.6
Garvin,OK,40049,178,27691,642.8
Grady,OK,40051,254,55906,454.3
Grant,OK,40053,26,4372,594.7
Greer,OK,40055,32,5704,561.0
Harmon,OK,40057,12,2557,Unreliable
Harper,OK,40059,19,3611,Unreliable
Haskell,OK,40061,93,12652,735.1
Hughes,OK,40063,93,13126,708.5
Jackson,OK,40065,130,24305,534.9
Jefferson,OK,40067,42,5949,706.0
Johnston,OK,40069,74,10824,683.7
Kay,OK,40071,291,43274,672.5
Kingfisher,OK,40073,69,15806,436.5
Kiowa,OK,40075,63,8741,720.7
Latimer,OK,40077,53,10132,523.1
Le Flore,OK,40079,284,49935,568.7
Lincoln,OK,40081,206,35045,587.8
Logan,OK,40083,184,48777,377.2
Love,OK,40085,63,10230,615.8
McClain,OK,40087,189,41348,457.1
McCurtain,OK,40089,216,32772,659.1
McIntosh,OK,40091,144,19635,733.4
Major,OK,40093,39,7579,514.6
Marshall,OK,40095,102,17114,596.0
Mayes,OK,40097,214,41152,520.0
Murray,OK,40099,95,13955,680.8
Muskogee,OK,40101,426,67610,630.1
Noble,OK,40103,66,11113,593.9
Nowata,OK,40105,53,10076,526.0
Okfuskee,OK,40107,80,11765,680.0
Oklahoma,OK,40109,3557,804041,442.4
Okmulgee,OK,40111,274,38234,716.6
Osage,OK,40113,245,46642,525.3
Ottawa,OK,40115,189,30879,612.1
Pawnee,OK,40117,120,16381,732.6
Payne,OK,40119,281,81755,343.7
Pittsburg,OK,40121,267,43679,611.3
Pontotoc,OK,40123,222,38397,578.2
Pottawatomie,OK,40125,392,72998,537.0
Pushmataha,OK,40127,82,10970,747.5
Rogers,OK,40131,468,93155,502.4
Seminole,OK,40133,175,24248,721.7
Sequoyah,OK,40135,258,41538,621.1
Stephens,OK,40137,263,43100,610.2
Texas,OK,40139,72,19997,360.1
Tillman,OK,40141,38,7229,525.7
Tulsa,OK,40143,2792,657589,424.6
Wagoner,OK,40145,363,82925,437.7
Washington,OK,40147,297,52222,568.7
Washita,OK,40149,82,10830,757.2
Woods,OK,40151,47,8687,541.0
Woodward,OK,40153,97,19812,489.6
Baker,OR,41001,100,16284,614.1
Benton,OR,41003,232,93239,248.8
Clackamas,OR,41005,1473,421596,349.4
Clatsop,OR,41007,195,40423,482.4
Columbia,OR,41009,202,52876,382.0
Coos,OR,41011,432,64711,667.6
Crook,OR,41013,130,25105,517.8
Curry,OR,41015,180,23305,772.4
Deschutes,OR,41017,624,201769,309.3
Douglas,OR,41019,683,111364,613.3
Grant,OR,41023,33,7180,459.6
Harney,OR,41025,39,7373,529.0
Hood River,OR,41027,73,23280,313.6
Jackson,OR,41029,1063,221844,479.2
Jefferson,OR,41031,93,24856,374.2
Josephine,OR,41033,532,88053,604.2
Klamath,OR,41035,378,68739,549.9
Lake,OR,41037,57,7949,717.1
Lane,OR,41039,1783,382986,465.6
Lincoln,OR,41041,307,50583,606.9
Linn,OR,41043,610,131054,465.5
Malheur,OR,41045,136,30983,439.0
Marion,OR,41047,1391,349204,398.3
Morrow,OR,41049,50,11700,427.4
Multnomah,OR,41051,2539,815637,311.3
Polk,OR,41053,349,87744,397.7
Sherman,OR,41055,11,1801,Unreliable
Tillamook,OR,41057,157,27442,572.1
Umatilla,OR,41059,328,77752,421.9
Union,OR,41061,124,26551,467.0
Wallowa,OR,41063,48,7181,668.4
Wasco,OR,41065,140,26403,530.2
Washington,OR,41067,1565,603514,259.3
Wheeler,OR,41069,10,1387,Unreliable
Yamhill,OR,41071,412,107664,382.7
Adams,PA,42001,484,102742,471.1
Allegheny,PA,42003,5775,1211358,476.7
Armstrong,PA,42005,392,64162,611.0
Beaver,PA,42007,989,162575,608.3
Bedford,PA,42009,288,47817,602.3
Berks,PA,42011,1786,421017,424.2
Blair,PA,42013,690,121007,570.2
Bradford,PA,42015,342,60221,567.9
Bucks,PA,42017,2861,627987,455.6
Butler,PA,42019,929,189135,491.2
Cambria,PA,42021,748,128672,581.3
Cameron,PA,42023,43,4330,993.1
Carbon,PA,42025,360,64081,561.8
Centre,PA,42027,450,161496,278.6
Chester,PA,42029,1720,526759,326.5
Clarion,PA,42031,200,38305,522.1
Clearfield,PA,42033,437,78612,555.9
Clinton,PA,42035,174,37957,458.4
Columbia,PA,42037,308,64842,475.0
Crawford,PA,42039,472,83697,563.9
Cumberland,PA,42041,1157,255857,452.2
Dauphin,PA,42043,1201,279874,429.1
Delaware,PA,42045,2285,566753,403.2
Elk,PA,42047,178,29607,601.2
Erie,PA,42049,1290,268426,480.6
Fayette,PA,42051,834,128126,650.9
Forest,PA,42053,36,6965,516.9
Franklin,PA,42055,780,155637,501.2
Fulton,PA,42057,80,14501,551.7
Greene,PA,42059,198,35621,555.9
Huntingdon,PA,42061,208,44590,466.5
Indiana,PA,42063,419,83664,500.8
Jefferson,PA,42065,248,43108,575.3
Juniata,PA,42067,132,24619,536.2
Lackawanna,PA,42069,1163,208989,556.5
Lancaster,PA,42071,2375,546192,434.8
Lawrence,PA,42073,525,85083,617.0
Lebanon,PA,42075,721,141663,509.0
Lehigh,PA,42077,1463,370802,394.6
Luzerne,PA,42079,1741,316982,549.2
Lycoming,PA,42081,588,113209,519.4
Mc Kean,PA,42083,257,40333,637.2
Mercer,PA,42085,654,108545,602.5
Mifflin,PA,42087,252,46064,547.1
Monroe,PA,42089,753,170154,442.5
Montgomery,PA,42091,3283,833869,393.7
Montour,PA,42093,104,18042,576.4
Northampton,PA,42095,1434,305892,468.8
Northumberland,PA,42097,469,90258,519.6
Perry,PA,42099,227,46212,491.2
Philadelphia,PA,42101,6332,1578487,401.1
Pike,PA,42103,274,56072,488.7
Potter,PA,42105,89,16453,540.9
Schuylkill,PA,42107,835,140709,593.4
Snyder,PA,42109,169,40317,419.2
Somerset,PA,42111,459,72916,629.5
Sullivan,PA,42113,33,5913,558.1
Susquehanna,PA,42115,241,40006,602.4
Tioga,PA,42117,226,40381,559.7
Union,PA,42119,165,44294,372.5
Venango,PA,42121,323,50328,641.8
Warren,PA,42123,217,38911,557.7
Washington,PA,42125,1079,206803,521.8
Wayne,PA,42127,272,51163,531.6
Westmoreland,PA,42129,1989,347087,573.1
Wyoming,PA,42131,136,26557,512.1
York,PA,42133,1990,450448,441.8
Bristol,RI,44001,196,48350,405.4
Kent,RI,44003,770,164646,467.7
Newport,RI,44005,351,81836,428.9
Providence,RI,44007,2431,636547,381.9
Washington,RI,44009,548,125746,435.8
Abbeville,SC,45001,120,24404,491.7
Aiken,SC,45003,846,172895,489.3
Allendale,SC,45005,36,8331,432.1
Anderson,SC,45007,1003,204353,490.8
Bamberg,SC,45009,86,13906,618.4
Barnwell,SC,45011,106,20805,509.5
Beaufort,SC,45013,757,195656,386.9
Berkeley,SC,45015,762,235987,322.9
Calhoun,SC,45017,86,14554,590.9
Charleston,SC,45019,1314,417981,314.4
Cherokee,SC,45021,273,57316,476.3
Chester,SC,45023,189,32232,586.4
Chesterfield,SC,45025,276,45606,605.2
Clarendon,SC,45027,197,33415,589.6
Colleton,SC,45029,219,37481,584.3
Darlington,SC,45031,377,66509,566.8
Dillon,SC,45033,178,30367,586.2
Dorchester,SC,45035,521,165737,314.4
Edgefield,SC,45037,124,27120,457.2
Fairfield,SC,45039,137,22059,621.1
Florence,SC,45041,661,137588,480.4
Georgetown,SC,45043,340,63353,536.7
Greenville,SC,45045,2047,532486,384.4
Greenwood,SC,45047,350,71074,492.4
Hampton,SC,45049,98,18053,542.8
Horry,SC,45051,1916,365449,524.3
Jasper,SC,45053,134,31588,424.2
Kershaw,SC,45055,348,67472,515.8
Lancaster,SC,45057,418,100926,414.2
Laurens,SC,45059,322,67883,474.3
Lee,SC,45061,98,16701,586.8
Lexington,SC,45063,1154,303946,379.7
McCormick,SC,45065,62,9430,657.5
Marion,SC,45067,147,30158,487.4
Marlboro,SC,45069,143,25581,559.0
Newberry,SC,45071,192,38445,499.4
Oconee,SC,45073,419,80015,523.7
Orangeburg,SC,45075,483,85343,566.0
Pickens,SC,45077,568,127983,443.8
Richland,SC,45079,1356,419051,323.6
Saluda,SC,45081,107,20315,526.7
Spartanburg,SC,45083,1423,326205,436.2
Sumter,SC,45085,469,106360,441.0
Union,SC,45087,162,26991,600.2
Williamsburg,SC,45089,157,29825,526.4
York,SC,45091,1048,289105,362.5
Beadle,SD,46005,78,18513,421.3
Bennett,SD,46007,16,3399,Unreliable
Bon Homme,SD,46009,22,6848,321.3
Brookings,SD,46011,93,35603,261.2
Brown,SD,46013,139,38738,358.8
Brule,SD,46015,17,5254,Unreliable
Buffalo,SD,46017,13,1956,Unreliable
Butte,SD,46019,36,10538,341.6
Charles Mix,SD,46023,27,9262,291.5
Clark,SD,46025,20,3802,526.0
Clay,SD,46027,36,14246,252.7
Codington,SD,46029,106,28186,376.1
Corson,SD,46031,23,4031,570.6
Custer,SD,46033,41,9017,454.7
Davison,SD,46035,77,19812,388.7
Day,SD,46037,32,5345,598.7
Deuel,SD,46039,32,4346,736.3
Dewey,SD,46041,41,5789,708.2
Douglas,SD,46043,15,2906,Unreliable
Edmunds,SD,46045,14,3817,Unreliable
Fall River,SD,46047,66,6708,983.9
Faulk,SD,46049,17,2306,Unreliable
Grant,SD,46051,31,7000,442.9
Gregory,SD,46053,15,4219,Unreliable
Hamlin,SD,46057,15,6234,Unreliable
Hand,SD,46059,26,3127,831.5
Hughes,SD,46065,75,17336,432.6
Hutchinson,SD,46067,36,7282,494.4
Jackson,SD,46071,10,3321,Unreliable
Kingsbury,SD,46077,32,4987,641.7
