county_name,state,county_code,deaths,population,crude_rate
Sitka Borough,AK,2220,24,8405,285.5
Southeast Fairbanks Census Area,AK,2240,18,6957,Unreliable
Wade Hampton Census Area,AK,2270,21,8328,252.2
Yukon-Koyukuk Census Area,AK,2290,23,5077,453.0
Apache,AZ,4001,387,71875,538.4
Cochise,AZ,4003,682,127450,535.1
Coconino,AZ,4005,397,142481,278.6
Gila,AZ,4007,394,54303,725.6
Graham,AZ,4009,156,39211,397.8
Greenlee,AZ,4011,49,9341,524.6
La Paz,AZ,4012,163,21480,758.8
Maricopa,AZ,4013,16150,4579081,352.7
Mohave,AZ,4015,1629,217206,750.0
Navajo,AZ,4017,669,112112,596.7
Pima,AZ,4019,4834,1061175,455.5
Pinal,AZ,4021,1832,480828,381.0
Santa Cruz,AZ,4023,143,46808,305.5
Yavapai,AZ,4025,1523,240226,634.0
Yuma,AZ,4027,813,217824,373.2
Arkansas,AR,5001,112,17383,644.3
Ashley,AR,5003,138,19339,713.6
Baxter,AR,5005,350,42242,828.6
Benton,AR,5007,921,288774,318.9
Boone,AR,5009,206,37625,547.5
Bradley,AR,5011,52,10639,488.8
Calhoun,AR,5013,28,5113,547.6
Carroll,AR,5015,161,28276,569.4
Chicot,AR,5017,60,9924,604.6
Clark,AR,5019,116,22103,524.8
Clay,AR,5021,87,14375,605.2
Cleburne,AR,5023,177,24935,709.8
Cleveland,AR,5025,44,7957,553.0
Columbia,AR,5027,126,23331,540.1
Conway,AR,5029,124,21037,589.4
Craighead,AR,5031,440,112245,392.0
Crawford,AR,5033,294,63409,463.7
Crittenden,AR,5035,250,47616,525.0
Cross,AR,5037,98,16142,607.1
Dallas,AR,5039,40,6802,588.1
Desha,AR,5041,67,11110,603.1
Drew,AR,5043,90,17977,500.6
Faulkner,AR,5045,507,126919,399.5
Franklin,AR,5047,89,17897,497.3
Fulton,AR,5049,87,12381,702.7
Garland,AR,5051,678,99789,679.4
Grant,AR,5053,103,18449,558.3
Greene,AR,5055,249,45597,546.1
Hempstead,AR,5057,104,21253,489.3
Hot Spring,AR,5059,185,33787,547.5
Howard,AR,5061,82,13109,625.5
Independence,AR,5063,223,37757,590.6
Izard,AR,5065,91,13613,668.5
Jackson,AR,5067,121,16636,727.3
Jefferson,AR,5069,368,65377,562.9
Johnson,AR,5071,115,26513,433.7
Lafayette,AR,5073,38,6596,576.1
Lawrence,AR,5075,95,16410,578.9
Lee,AR,5077,43,8513,505.1
Lincoln,AR,5079,70,12944,540.8
Little River,AR,5081,78,12180,640.4
Logan,AR,5083,138,21410,644.6
Lonoke,AR,5085,339,73921,458.6
Madison,AR,5087,97,16644,582.8
Marion,AR,5089,128,16790,762.4
Miller,AR,5091,200,43177,463.2
Mississippi,AR,5093,258,40066,643.9
Monroe,AR,5095,50,6584,759.4
Montgomery,AR,5097,75,9006,832.8
Nevada,AR,5099,48,8099,592.7
Newton,AR,5101,49,7602,644.6
Ouachita,AR,5103,151,23167,651.8
Perry,AR,5105,62,10327,600.4
Phillips,AR,5107,97,17299,560.7
Pike,AR,5109,77,10643,723.5
Poinsett,AR,5111,174,23283,747.3
Polk,AR,5113,112,19707,568.3
Pope,AR,5115,294,64334,457.0
Prairie,AR,5117,72,7966,903.8
Pulaski,AR,5119,1645,392980,418.6
Randolph,AR,5121,109,18247,597.4
St. Francis,AR,5123,127,24682,514.5
Saline,AR,5125,576,123968,464.6
Scott,AR,5127,67,10164,659.2
Searcy,AR,5129,74,7842,943.6
Sebastian,AR,5131,632,127590,495.3
Sevier,AR,5133,66,16702,395.2
Sharp,AR,5135,127,17424,728.9
Stone,AR,5137,92,12674,725.9
Union,AR,5139,209,38219,546.8
Van Buren,AR,5141,114,16541,689.2
Washington,AR,5143,810,243216,333.0
White,AR,5145,417,78729,529.7
Woodruff,AR,5147,44,6264,702.4
Yell,AR,5149,102,21181,481.6
Alameda,CA,6001,4377,1662323,263.3
Amador,CA,6005,214,40083,533.9
Butte,CA,6007,924,212744,434.3
Calaveras,CA,6009,233,46308,503.2
Colusa,CA,6011,66,21558,306.2
Contra Costa,CA,6013,3482,1152333,302.2
Del Norte,CA,6015,145,27968,518.4
El Dorado,CA,6017,717,192925,371.6
Fresno,CA,6019,3393,1000918,339.0
Glenn,CA,6021,134,28283,473.8
Humboldt,CA,6023,601,134977,445.3
Imperial,CA,6025,582,180267,322.9
Inyo,CA,6027,102,18046,565.2
Kern,CA,6029,2976,901362,330.2
Kings,CA,6031,428,152692,280.3
Lake,CA,6033,377,64479,584.7
Lassen,CA,6035,133,30016,443.1
Los Angeles,CA,6037,29629,9943046,298.0
Madera,CA,6039,561,157761,355.6
Marin,CA,6041,815,257332,316.7
Mariposa,CA,6043,84,17160,489.5
Mendocino,CA,6045,366,86061,425.3
Merced,CA,6047,863,279252,309.0
Modoc,CA,6049,49,8763,559.2
Mono,CA,6051,21,14534,144.5
Monterey,CA,6053,1128,430906,261.8
Napa,CA,6055,502,135965,369.2
Nevada,CA,6057,441,99606,442.7
Orange,CA,6059,9284,3166857,293.2
Placer,CA,6061,1540,402950,382.2
Plumas,CA,6063,99,18967,522.0
Riverside,CA,6065,8301,2489188,333.5
Sacramento,CA,6067,5328,1559146,341.7
San Benito,CA,6069,173,64055,270.1
San Bernardino,CA,6071,7239,2189183,330.7
San Diego,CA,6073,9951,3332427,298.6
San Francisco,CA,6075,2522,866606,291.0
San Joaquin,CA,6077,2546,767967,331.5
San Luis Obispo,CA,6079,1085,282249,384.4
San Mateo,CA,6081,1995,758308,263.1
Santa Barbara,CA,6083,1334,444766,299.9
Santa Clara,CA,6085,4259,1907105,223.3
Santa Cruz,CA,6087,752,269925,278.6
Shasta,CA,6089,996,179027,556.3
Sierra,CA,6091,14,2920,Unreliable
Siskiyou,CA,6093,269,43245,622.0
Solano,CA,6095,1591,446935,356.0
Sonoma,CA,6097,1711,489819,349.3
Stanislaus,CA,6099,2016,550081,366.5
Sutter,CA,6101,374,96385,388.0
Tehama,CA,6103,359,64494,556.6
Trinity,CA,6105,60,12216,491.2
Tulare,CA,6107,1488,468680,317.5
Tuolumne,CA,6109,317,54515,581.5
Ventura,CA,6111,2651,841387,315.1
Yolo,CA,6113,595,219728,270.8
Yuba,CA,6115,283,80160,353.0
Adams,CO,8001,1487,519883,286.0
Alamosa,CO,8003,64,16180,395.6
Arapahoe,CO,8005,1831,657452,278.5
Archuleta,CO,8007,54,14196,380.4
Baca,CO,8009,28,3555,787.6
Bent,CO,8011,29,5356,541.4
Boulder,CO,8013,816,327171,249.4
Broomfield,CO,8014,205,72236,283.8
Chaffee,CO,8015,82,20661,396.9
Cheyenne,CO,8017,10,1795,Unreliable
Clear Creek,CO,8019,28,9586,292.1
Conejos,CO,8021,42,8143,515.8
Costilla,CO,8023,18,3921,Unreliable
Crowley,CO,8025,30,5696,526.7
Custer,CO,8027,28,5183,540.2
Delta,CO,8029,195,31067,627.7
Denver,CO,8031,2044,735538,277.9
Dolores,CO,8033,12,2096,Unreliable
Douglas,CO,8035,807,360750,223.7
Eagle,CO,8037,68,54929,123.8
Elbert,CO,8039,81,27313,296.6
El Paso,CO,8041,2423,728310,332.7
Fremont,CO,8043,260,47867,543.2
Garfield,CO,8045,156,60366,258.4
Gilpin,CO,8047,11,6235,Unreliable
Grand,CO,8049,41,15794,259.6
Gunnison,CO,8051,30,17593,170.5
Huerfano,CO,8055,49,6883,711.9
Jefferson,CO,8059,2070,583283,354.9
Kit Carson,CO,8063,29,7121,407.2
Lake,CO,8065,13,7987,Unreliable
La Plata,CO,8067,176,56564,311.2
Larimer,CO,8069,1050,360428,291.3
Las Animas,CO,8071,97,14420,672.7
Lincoln,CO,8073,24,5680,422.5
Logan,CO,8075,93,21974,423.2
Mesa,CO,8077,696,155603,447.3
Moffat,CO,8081,52,13144,395.6
Montezuma,CO,8083,142,26408,537.7
Montrose,CO,8085,197,43322,454.7
Morgan,CO,8087,103,28941,355.9
Otero,CO,8089,113,18201,620.8
Ouray,CO,8091,17,5001,Unreliable
Park,CO,8093,54,18955,284.9
Phillips,CO,8095,30,4367,687.0
Pitkin,CO,8097,27,17894,150.9
Prowers,CO,8099,52,12106,429.5
Pueblo,CO,8101,925,169823,544.7
Rio Blanco,CO,8103,26,6342,410.0
Rio Grande,CO,8105,63,11296,557.7
Routt,CO,8107,53,25560,207.4
Saguache,CO,8109,38,6938,547.7
San Miguel,CO,8113,16,8105,Unreliable
Sedgwick,CO,8115,25,2260,1106.2
Summit,CO,8117,29,30631,94.7
Teller,CO,8119,92,25529,360.4
Washington,CO,8121,26,4875,533.3
Weld,CO,8123,903,333983,270.4
Yuma,CO,8125,36,10047,358.3
Fairfield,CT,9001,3004,942426,318.8
Hartford,CT,9003,3578,889226,402.4
Litchfield,CT,9005,817,179610,454.9
Middlesex,CT,9007,687,161657,425.0
New Haven,CT,9009,3487,851948,409.3
New London,CT,9011,1160,264999,437.7
Tolland,CT,9013,506,150600,336.0
Windham,CT,9015,529,116540,453.9
Kent,DE,10001,905,183643,492.8
New Castle,DE,10003,2185,561531,389.1
Sussex,DE,10005,1406,241635,581.9
District of Columbia,DC,11001,2048,712816,287.3
Alachua,FL,12001,886,271218,326.7
Baker,FL,12003,135,29566,456.6
Bay,FL,12005,888,171322,518.3
Bradford,FL,12007,140,28593,489.6
Brevard,FL,12009,3369,608459,553.7
Broward,FL,12011,6624,1958105,338.3
Calhoun,FL,12013,75,14078,532.7
Charlotte,FL,12015,1267,194711,650.7
Citrus,FL,12017,1312,153010,857.5
Clay,FL,12019,957,221770,431.5
Collier,FL,12021,1680,392973,427.5
Columbia,FL,12023,432,72654,594.6
DeSoto,FL,12027,150,38520,389.4
Dixie,FL,12029,103,17057,603.9
Duval,FL,12031,3837,966728,396.9
Escambia,FL,12033,1628,322364,505.0
Flagler,FL,12035,697,118451,588.4
Franklin,FL,12037,72,12201,590.1
Gadsden,FL,12039,226,45277,499.1
Gilchrist,FL,12041,97,18885,513.6
Glades,FL,12043,59,14198,415.6
Gulf,FL,12045,100,13534,738.9
Hamilton,FL,12047,77,14521,530.3
Hardee,FL,12049,122,26822,454.9
Hendry,FL,12051,148,42813,345.7
Hernando,FL,12053,1333,198792,670.6
Highlands,FL,12055,761,106639,713.6
Hillsborough,FL,12057,5061,1497957,337.9
Holmes,FL,12059,128,19594,653.3
Indian River,FL,12061,1028,162518,632.5
Jackson,FL,12063,280,46085,607.6
Jefferson,FL,12065,85,14543,584.5
Lafayette,FL,12067,47,8482,554.1
Lake,FL,12069,2081,375492,554.2
Lee,FL,12071,3569,790767,451.3
Leon,FL,12073,939,295460,317.8
Levy,FL,12075,240,42214,568.5
Liberty,FL,12077,27,8364,322.8
Madison,FL,12079,118,18707,630.8
Manatee,FL,12081,1901,411219,462.3
Marion,FL,12083,2494,373513,667.7
Martin,FL,12085,875,162088,539.8
Miami-Dade,FL,12086,9100,2707303,336.1
Monroe,FL,12087,313,73900,423.5
Nassau,FL,12089,425,91113,466.5
Okaloosa,FL,12091,900,212820,422.9
Okeechobee,FL,12093,218,42297,515.4
Orange,FL,12095,3974,1404396,283.0
Osceola,FL,12097,1276,385315,331.2
Palm Beach,FL,12099,6408,1507600,425.0
Pasco,FL,12101,2965,570412,519.8
Pinellas,FL,12103,5201,976802,532.5
Polk,FL,12105,3381,744552,454.1
Putnam,FL,12107,477,74815,637.6
St. Johns,FL,12109,978,278715,350.9
St. Lucie,FL,12111,1617,337186,479.6
Santa Rosa,FL,12113,807,189139,426.7
Sarasota,FL,12115,2562,443465,577.7
