county,state,county_code,deaths,population,crude_rate,year,death_rate_lag1
Henderson County,TX,48213,548,83792,654.0,2022,NA
Hidalgo County,TX,48215,2289,875200,261.5,2022,NA
Hill County,TX,48217,218,37006,589.1,2022,NA
Hockley County,TX,48219,136,22921,593.3,2022,NA
Hood County,TX,48221,402,63527,632.8,2022,NA
Hopkins County,TX,48223,207,37170,556.9,2022,NA
Houston County,TX,48225,158,22835,691.9,2022,NA
Howard County,TX,48227,172,36540,470.7,2022,NA
Hudspeth County,TX,48229,14,4906,Unreliable,2022,NA
Hunt County,TX,48231,472,99807,472.9,2022,NA
Hutchinson County,TX,48233,117,20677,565.8,2022,NA
Jack County,TX,48237,41,9056,452.7,2022,NA
Jackson County,TX,48239,65,14854,437.6,2022,NA
Jasper County,TX,48241,204,35375,576.7,2022,NA
Jeff Davis County,TX,48243,16,2220,Unreliable,2022,NA
Jefferson County,TX,48245,960,250127,383.8,2022,NA
Jim Hogg County,TX,48247,22,5184,424.4,2022,NA
Jim Wells County,TX,48249,191,40452,472.2,2022,NA
Johnson County,TX,48251,806,179575,448.8,2022,NA
Jones County,TX,48253,90,19875,452.8,2022,NA
Karnes County,TX,48255,66,15562,424.1,2022,NA
Kaufman County,TX,48257,519,143198,362.4,2022,NA
Kendall County,TX,48259,213,48523,439.0,2022,NA
Kerr County,TX,48265,346,52869,654.4,2022,NA
Kimble County,TX,48267,22,4396,500.5,2022,NA
Kinney County,TX,48271,18,3670,Unreliable,2022,NA
Kleberg County,TX,48273,106,30338,349.4,2022,NA
Knox County,TX,48275,22,3683,597.3,2022,NA
Lamar County,TX,48277,273,49905,547.0,2022,NA
Lamb County,TX,48279,80,12710,629.4,2022,NA
Lampasas County,TX,48281,115,21789,527.8,2022,NA
La Salle County,TX,48283,29,7500,386.7,2022,NA
Lavaca County,TX,48285,101,20216,499.6,2022,NA
Lee County,TX,48287,71,17397,408.1,2022,NA
Leon County,TX,48289,117,17493,668.8,2022,NA
Liberty County,TX,48291,352,91547,384.5,2022,NA
Limestone County,TX,48293,146,23340,625.5,2022,NA
Lipscomb County,TX,48295,15,3111,Unreliable,2022,NA
Live Oak County,TX,48297,44,12324,357.0,2022,NA
Llano County,TX,48299,153,21958,696.8,2022,NA
Lubbock County,TX,48303,1286,314772,408.5,2022,NA
Lynn County,TX,48305,30,6025,497.9,2022,NA
McCulloch County,TX,48307,52,7823,664.7,2022,NA
McLennan County,TX,48309,1095,259730,421.6,2022,NA
Madison County,TX,48313,68,14427,471.3,2022,NA
Marion County,TX,48315,67,9960,672.7,2022,NA
Martin County,TX,48317,12,5816,Unreliable,2022,NA
Mason County,TX,48319,34,4344,782.7,2022,NA
Matagorda County,TX,48321,166,36725,452.0,2022,NA
Maverick County,TX,48323,220,58378,376.9,2022,NA
Medina County,TX,48325,222,52358,424.0,2022,NA
Menard County,TX,48327,11,2124,Unreliable,2022,NA
Midland County,TX,48329,547,177863,307.5,2022,NA
Milam County,TX,48331,127,24708,514.0,2022,NA
Mills County,TX,48333,34,4840,702.5,2022,NA
Mitchell County,TX,48335,35,8202,426.7,2022,NA
Montague County,TX,48337,150,19962,751.4,2022,NA
Montgomery County,TX,48339,1900,626351,303.3,2022,NA
Moore County,TX,48341,64,20654,309.9,2022,NA
Morris County,TX,48343,90,12393,726.2,2022,NA
Motley County,TX,48345,12,1185,Unreliable,2022,NA
Nacogdoches County,TX,48347,260,64753,401.5,2022,NA
Navarro County,TX,48349,257,50694,507.0,2022,NA
Newton County,TX,48351,56,13414,417.5,2022,NA
Nolan County,TX,48353,91,14835,613.4,2022,NA
Nueces County,TX,48355,1382,363148,380.6,2022,NA
Ochiltree County,TX,48357,33,9598,343.8,2022,NA
Orange County,TX,48361,377,82878,454.9,2022,NA
Palo Pinto County,TX,48363,170,29320,579.8,2022,NA
Panola County,TX,48365,148,23187,638.3,2022,NA
Parker County,TX,48367,665,148198,448.7,2022,NA
Parmer County,TX,48369,40,9522,420.1,2022,NA
Pecos County,TX,48371,65,15718,413.5,2022,NA
Polk County,TX,48373,337,52995,635.9,2022,NA
Potter County,TX,48375,585,116004,504.3,2022,NA
Presidio County,TX,48377,30,6508,461.0,2022,NA
Rains County,TX,48379,67,12552,533.8,2022,NA
Randall County,TX,48381,546,139899,390.3,2022,NA
Reagan County,TX,48383,19,3833,Unreliable,2022,NA
Real County,TX,48385,26,3411,762.2,2022,NA
Red River County,TX,48387,94,11995,783.7,2022,NA
Reeves County,TX,48389,43,15949,269.6,2022,NA
Refugio County,TX,48391,40,6877,581.6,2022,NA
Robertson County,TX,48395,107,17155,623.7,2022,NA
Rockwall County,TX,48397,304,109888,276.6,2022,NA
Runnels County,TX,48399,65,10401,624.9,2022,NA
Rusk County,TX,48401,278,54324,511.7,2022,NA
Sabine County,TX,48403,88,10507,837.5,2022,NA
San Augustine County,TX,48405,56,8248,679.0,2022,NA
San Jacinto County,TX,48407,165,29301,563.1,2022,NA
San Patricio County,TX,48409,295,67069,439.8,2022,NA
San Saba County,TX,48411,35,6039,579.6,2022,NA
Scurry County,TX,48415,96,16662,576.2,2022,NA
Shackelford County,TX,48417,14,3300,Unreliable,2022,NA
Shelby County,TX,48419,122,24915,489.7,2022,NA
Sherman County,TX,48421,13,3027,Unreliable,2022,NA
Smith County,TX,48423,1047,235806,444.0,2022,NA
Somervell County,TX,48425,58,9139,634.6,2022,NA
Starr County,TX,48427,205,64266,319.0,2022,NA
Stephens County,TX,48429,47,9334,503.5,2022,NA
Sutton County,TX,48435,16,3738,Unreliable,2022,NA
Swisher County,TX,48437,44,7340,599.5,2022,NA
Tarrant County,TX,48439,6298,2123347,296.6,2022,NA
Taylor County,TX,48441,638,139200,458.3,2022,NA
Terry County,TX,48445,76,12183,623.8,2022,NA
Throckmorton County,TX,48447,12,1487,Unreliable,2022,NA
Titus County,TX,48449,143,32926,434.3,2022,NA
Tom Green County,TX,48451,538,120010,448.3,2022,NA
Travis County,TX,48453,2634,1300503,202.5,2022,NA
Trinity County,TX,48455,98,14883,658.5,2022,NA
Tyler County,TX,48457,133,21591,616.0,2022,NA
Upshur County,TX,48459,242,42166,573.9,2022,NA
Upton County,TX,48461,15,3623,Unreliable,2022,NA
Uvalde County,TX,48463,120,26742,448.7,2022,NA
Val Verde County,TX,48465,180,49028,367.1,2022,NA
Van Zandt County,TX,48467,344,57533,597.9,2022,NA
Victoria County,TX,48469,417,91936,453.6,2022,NA
Walker County,TX,48471,254,72164,352.0,2022,NA
Waller County,TX,48473,219,57452,381.2,2022,NA
Ward County,TX,48475,54,12097,446.4,2022,NA
Washington County,TX,48477,184,35771,514.4,2022,NA
Webb County,TX,48479,736,277681,265.1,2022,NA
Wharton County,TX,48481,197,41685,472.6,2022,NA
Wheeler County,TX,48483,32,4946,647.0,2022,NA
Wichita County,TX,48485,666,133205,500.0,2022,NA
Wilbarger County,TX,48487,64,12552,509.9,2022,NA
Willacy County,TX,48489,97,21161,458.4,2022,NA
Williamson County,TX,48491,1511,617855,244.6,2022,NA
Wilson County,TX,48493,186,52023,357.5,2022,NA
Winkler County,TX,48495,23,7887,291.6,2022,NA
Wise County,TX,48497,322,71084,453.0,2022,NA
Wood County,TX,48499,321,46291,693.4,2022,NA
Yoakum County,TX,48501,28,8702,321.8,2022,NA
Young County,TX,48503,126,17904,703.8,2022,NA
Zapata County,TX,48505,50,14172,352.8,2022,NA
Zavala County,TX,48507,52,11840,439.2,2022,NA
Beaver County,UT,49001,28,6761,414.1,2022,NA
Box Elder County,UT,49003,201,57007,352.6,2022,NA
Cache County,UT,49005,300,130004,230.8,2022,NA
Carbon County,UT,49007,112,20760,539.5,2022,NA
Davis County,UT,49011,827,359232,230.2,2022,NA
Duchesne County,UT,49013,66,19894,331.8,2022,NA
Emery County,UT,49015,51,10147,502.6,2022,NA
Garfield County,UT,49017,21,5050,415.8,2022,NA
Grand County,UT,49019,31,9796,316.5,2022,NA
Iron County,UT,49021,180,56814,316.8,2022,NA
Juab County,UT,49023,39,12122,321.7,2022,NA
Kane County,UT,49025,31,7914,391.7,2022,NA
Millard County,UT,49027,50,13327,375.2,2022,NA
Morgan County,UT,49029,21,12462,168.5,2022,NA
Salt Lake County,UT,49035,3109,1165517,266.7,2022,NA
San Juan County,UT,49037,41,15278,268.4,2022,NA
Sanpete County,UT,49039,113,31393,360.0,2022,NA
Sevier County,UT,49041,88,21780,404.0,2022,NA
Summit County,UT,49043,79,42499,185.9,2022,NA
Tooele County,UT,49045,182,74512,244.3,2022,NA
Uintah County,UT,49047,129,35970,358.6,2022,NA
Utah County,UT,49049,1264,651059,194.1,2022,NA
Wasatch County,UT,49051,84,35300,238.0,2022,NA
Washington County,UT,49053,797,184913,431.0,2022,NA
Wayne County,UT,49055,13,2759,Unreliable,2022,NA
Weber County,UT,49057,812,262658,309.1,2022,NA
Addison County,VT,50001,151,36851,409.8,2022,NA
Bennington County,VT,50003,227,35338,642.4,2022,NA
Caledonia County,VT,50005,157,29705,528.5,2022,NA
Chittenden County,VT,50007,530,164306,322.6,2022,NA
Essex County,VT,50009,26,6123,424.6,2022,NA
Franklin County,VT,50011,207,49685,416.6,2022,NA
Grand Isle County,VT,50013,32,7169,446.4,2022,NA
Lamoille County,VT,50015,92,25341,363.0,2022,NA
Orange County,VT,50017,123,28837,426.5,2022,NA
Orleans County,VT,50019,150,26897,557.7,2022,NA
Rutland County,VT,50021,291,57764,503.8,2022,NA
Washington County,VT,50023,245,58328,420.0,2022,NA
Windham County,VT,50025,209,42015,497.4,2022,NA
Windsor County,VT,50027,270,54988,491.0,2022,NA
Accomack County,VA,51001,220,32238,682.4,2022,NA
Albemarle County,VA,51003,361,110652,326.2,2022,NA
Alleghany County,VA,51005,94,14701,639.4,2022,NA
Amelia County,VA,51007,69,13014,530.2,2022,NA
Amherst County,VA,51009,166,31667,524.2,2022,NA
Appomattox County,VA,51011,83,16043,517.4,2022,NA
Arlington County,VA,51013,439,240119,182.8,2022,NA
Augusta County,VA,51015,372,76544,486.0,2022,NA
Bath County,VA,51017,30,4119,728.3,2022,NA
Bedford County,VA,51019,396,79811,496.2,2022,NA
Bland County,VA,51021,32,6239,512.9,2022,NA
Botetourt County,VA,51023,175,33633,520.3,2022,NA
Brunswick County,VA,51025,96,16037,598.6,2022,NA
Buchanan County,VA,51027,169,20613,819.9,2022,NA
Buckingham County,VA,51029,88,17168,512.6,2022,NA
Campbell County,VA,51031,287,55304,518.9,2022,NA
Caroline County,VA,51033,142,30860,460.1,2022,NA
Carroll County,VA,51035,190,30074,631.8,2022,NA
Charles City County,VA,51036,44,6821,645.1,2022,NA
Charlotte County,VA,51037,74,11820,626.1,2022,NA
Chesterfield County,VA,51041,1261,358245,352.0,2022,NA
Clarke County,VA,51043,83,14622,567.6,2022,NA
Craig County,VA,51045,29,5077,571.2,2022,NA
Culpeper County,VA,51047,243,53569,453.6,2022,NA
Cumberland County,VA,51049,65,9933,654.4,2022,NA
Dickenson County,VA,51051,103,14078,731.6,2022,NA
Dinwiddie County,VA,51053,147,28688,512.4,2022,NA
Essex County,VA,51057,64,10943,584.8,2022,NA
Fairfax County,VA,51059,2246,1150847,195.2,2022,NA
Fauquier County,VA,51061,282,71361,395.2,2022,NA
Floyd County,VA,51063,91,15777,576.8,2022,NA
Fluvanna County,VA,51065,94,27422,342.8,2022,NA
Franklin County,VA,51067,319,56167,567.9,2022,NA
Frederick County,VA,51069,364,91119,399.5,2022,NA
Giles County,VA,51071,110,16663,660.1,2022,NA
Gloucester County,VA,51073,194,37459,517.9,2022,NA
Goochland County,VA,51075,103,24431,421.6,2022,NA
Grayson County,VA,51077,100,15493,645.5,2022,NA
Greene County,VA,51079,79,20131,392.4,2022,NA
Greensville County,VA,51081,55,11280,487.6,2022,NA
Halifax County,VA,51083,209,33633,621.4,2022,NA
Hanover County,VA,51085,497,108262,459.1,2022,NA
Henrico County,VA,51087,1394,333766,417.7,2022,NA
Henry County,VA,51089,375,50309,745.4,2022,NA
Highland County,VA,51091,10,2200,Unreliable,2022,NA
Isle of Wight County,VA,51093,164,37725,434.7,2022,NA
James City County,VA,51095,372,77612,479.3,2022,NA
King and Queen County,VA,51097,40,6942,576.2,2022,NA
King George County,VA,51099,85,27381,310.4,2022,NA
King William County,VA,51101,84,17641,476.2,2022,NA
Lancaster County,VA,51103,91,10618,857.0,2022,NA
Lee County,VA,51105,159,23238,684.2,2022,NA
Loudoun County,VA,51107,755,422784,178.6,2022,NA
Louisa County,VA,51109,210,38132,550.7,2022,NA
Lunenburg County,VA,51111,67,12267,546.2,2022,NA
Madison County,VA,51113,71,13312,533.4,2022,NA
Mathews County,VA,51115,55,8766,627.4,2022,NA
Mecklenburg County,VA,51117,224,30679,730.1,2022,NA
Middlesex County,VA,51119,82,10569,775.9,2022,NA
Montgomery County,VA,51121,315,98391,320.2,2022,NA
Nelson County,VA,51125,108,14755,732.0,2022,NA
New Kent County,VA,51127,96,23648,406.0,2022,NA
Northampton County,VA,51131,80,11673,685.3,2022,NA
Northumberland County,VA,51133,94,12069,778.9,2022,NA
Nottoway County,VA,51135,104,15160,686.0,2022,NA
Orange County,VA,51137,212,37695,562.4,2022,NA
Page County,VA,51139,160,23933,668.5,2022,NA
Patrick County,VA,51141,137,17493,783.2,2022,NA
Pittsylvania County,VA,51143,377,59850,629.9,2022,NA
Powhatan County,VA,51145,122,30148,404.7,2022,NA
Prince Edward County,VA,51147,123,23006,534.6,2022,NA
Prince George County,VA,51149,115,38686,297.3,2022,NA
Prince William County,VA,51153,1004,475533,211.1,2022,NA
Pulaski County,VA,51155,234,33935,689.6,2022,NA
Rappahannock County,VA,51157,37,7260,509.6,2022,NA
Richmond County,VA,51159,47,9071,518.1,2022,NA
Roanoke County,VA,51161,485,94509,513.2,2022,NA
Rockbridge County,VA,51163,122,22757,536.1,2022,NA
Rockingham County,VA,51165,394,82346,478.5,2022,NA
Russell County,VA,51167,173,26647,649.2,2022,NA
Scott County,VA,51169,127,21629,587.2,2022,NA
Shenandoah County,VA,51171,241,43905,548.9,2022,NA
Smyth County,VA,51173,217,30090,721.2,2022,NA
Southampton County,VA,51175,106,17636,601.0,2022,NA
Spotsylvania County,VA,51177,521,138449,376.3,2022,NA
Stafford County,VA,51179,405,156748,258.4,2022,NA
Surry County,VA,51181,49,6385,767.4,2022,NA
Sussex County,VA,51183,68,10925,622.4,2022,NA
Tazewell County,VA,51185,280,40529,690.9,2022,NA
Warren County,VA,51187,211,40475,521.3,2022,NA
Washington County,VA,51191,330,53695,614.6,2022,NA
Westmoreland County,VA,51193,129,18149,710.8,2022,NA
Wise County,VA,51195,234,37206,628.9,2022,NA
Wythe County,VA,51197,176,28620,615.0,2022,NA
York County,VA,51199,218,69199,315.0,2022,NA
Alexandria city,VA,51510,335,158726,211.1,2022,NA
Bristol city,VA,51520,135,17329,779.0,2022,NA
Buena Vista city,VA,51530,40,6402,624.8,2022,NA
Charlottesville city,VA,51540,140,46950,298.2,2022,NA
Chesapeake city,VA,51550,854,247011,345.7,2022,NA
Colonial Heights city,VA,51570,120,17205,697.5,2022,NA
Covington city,VA,51580,34,5639,602.9,2022,NA
Danville city,VA,51590,316,39869,792.6,2022,NA
Emporia city,VA,51595,36,5257,684.8,2022,NA
Fairfax city,VA,51600,99,23429,422.6,2022,NA
Falls Church city,VA,51610,43,14631,293.9,2022,NA
Franklin city,VA,51620,78,7833,995.8,2022,NA
Fredericksburg city,VA,51630,106,29492,359.4,2022,NA
Galax city,VA,51640,35,6296,555.9,2022,NA
Hampton city,VA,51650,580,135464,428.2,2022,NA
Harrisonburg city,VA,51660,126,53204,236.8,2022,NA
Hopewell city,VA,51670,148,22375,661.5,2022,NA
Lexington city,VA,51678,20,7279,274.8,2022,NA
Lynchburg city,VA,51680,376,81561,461.0,2022,NA
Manassas city,VA,51683,100,40869,244.7,2022,NA
Manassas Park city,VA,51685,13,18004,Unreliable,2022,NA
Martinsville city,VA,51690,133,12355,1076.5,2022,NA
Newport News city,VA,51700,697,179062,389.3,2022,NA
Norfolk city,VA,51710,867,242803,357.1,2022,NA
Norton city,VA,51720,32,3985,803.0,2022,NA
Petersburg city,VA,51730,262,30446,860.5,2022,NA
Poquoson city,VA,51735,49,12257,399.8,2022,NA
Portsmouth city,VA,51740,523,95094,550.0,2022,NA
Radford city,VA,51750,48,18255,262.9,2022,NA
Richmond city,VA,51760,817,232226,351.8,2022,NA
Roanoke city,VA,51770,528,99058,533.0,2022,NA
Salem city,VA,51775,153,25340,603.8,2022,NA
Staunton city,VA,51790,139,25190,551.8,2022,NA
Suffolk city,VA,51800,372,93913,396.1,2022,NA
Virginia Beach city,VA,51810,1615,451231,357.9,2022,NA
Waynesboro city,VA,51820,144,22741,633.2,2022,NA
Williamsburg city,VA,51830,33,15259,216.3,2022,NA
Winchester city,VA,51840,113,27700,407.9,2022,NA
Adams County,WA,53001,54,20027,269.6,2022,NA
Asotin County,WA,53003,109,22820,477.7,2022,NA
Benton County,WA,53005,753,206426,364.8,2022,NA
Chelan County,WA,53007,320,77574,412.5,2022,NA
Clallam County,WA,53009,495,78067,634.1,2022,NA
Clark County,WA,53011,1695,496865,341.1,2022,NA
Columbia County,WA,53013,26,4048,642.3,2022,NA
Cowlitz County,WA,53015,513,111371,460.6,2022,NA
Douglas County,WA,53017,143,43560,328.3,2022,NA
Ferry County,WA,53019,54,7759,696.0,2022,NA
Franklin County,WA,53021,199,97075,205.0,2022,NA
Garfield County,WA,53023,13,2290,Unreliable,2022,NA
Grant County,WA,53025,322,99377,324.0,2022,NA
Grays Harbor County,WA,53027,420,75950,553.0,2022,NA
Island County,WA,53029,318,86014,369.7,2022,NA
Jefferson County,WA,53031,160,32700,489.3,2022,NA
King County,WA,53033,5746,2274315,252.6,2022,NA
Kitsap County,WA,53035,1039,272787,380.9,2022,NA
Kittitas County,WA,53037,145,49204,294.7,2022,NA
Klickitat County,WA,53039,102,22697,449.4,2022,NA
Lewis County,WA,53041,422,82109,514.0,2022,NA
Lincoln County,WA,53043,52,11090,468.9,2022,NA
Mason County,WA,53045,329,68224,482.2,2022,NA
Okanogan County,WA,53047,224,42620,525.6,2022,NA
Pacific County,WA,53049,160,22984,696.1,2022,NA
Pend Oreille County,WA,53051,91,14144,643.4,2022,NA
Pierce County,WA,53053,3236,913890,354.1,2022,NA
San Juan County,WA,53055,56,17492,320.1,2022,NA
Skagit County,WA,53057,547,130789,418.2,2022,NA
Skamania County,WA,53059,41,12107,338.6,2022,NA
Snohomish County,WA,53061,2594,830393,312.4,2022,NA
Spokane County,WA,53063,2114,528225,400.2,2022,NA
Stevens County,WA,53065,223,46360,481.0,2022,NA
Thurston County,WA,53067,1175,294074,399.6,2022,NA
Wahkiakum County,WA,53069,24,4498,533.6,2022,NA
Walla Walla County,WA,53071,293,61292,478.0,2022,NA
Whatcom County,WA,53073,802,231016,347.2,2022,NA
Whitman County,WA,53075,112,49500,226.3,2022,NA
Yakima County,WA,53077,982,251879,389.9,2022,NA
Barbour County,WV,54001,108,16444,656.8,2022,NA
Berkeley County,WV,54003,563,122125,461.0,2022,NA
Boone County,WV,54005,153,21055,726.7,2022,NA
Braxton County,WV,54007,88,13702,642.2,2022,NA
Brooke County,WV,54009,146,21674,673.6,2022,NA
Cabell County,WV,54011,582,91589,635.4,2022,NA
Calhoun County,WV,54013,46,6945,662.3,2022,NA
Clay County,WV,54015,66,8341,791.3,2022,NA
Doddridge County,WV,54017,38,8368,454.1,2022,NA
Fayette County,WV,54019,286,42062,679.9,2022,NA
Gilmer County,WV,54021,45,7811,576.1,2022,NA
Grant County,WV,54023,58,11510,503.9,2022,NA
Greenbrier County,WV,54025,274,34319,798.4,2022,NA
Hampshire County,WV,54027,126,23190,543.3,2022,NA
Hancock County,WV,54029,183,28571,640.5,2022,NA
Hardy County,WV,54031,72,13633,528.1,2022,NA
Harrison County,WV,54033,404,66870,604.2,2022,NA
Jackson County,WV,54035,202,28453,709.9,2022,NA
Jefferson County,WV,54037,276,57486,480.1,2022,NA
Kanawha County,WV,54039,1152,176253,653.6,2022,NA
Lewis County,WV,54041,114,15805,721.3,2022,NA
Lincoln County,WV,54043,137,20043,683.5,2022,NA
Logan County,WV,54045,228,31688,719.5,2022,NA
McDowell County,WV,54047,144,16916,851.3,2022,NA
Marion County,WV,54049,327,55962,584.3,2022,NA
Marshall County,WV,54051,183,30103,607.9,2022,NA
Mason County,WV,54053,185,26335,702.5,2022,NA
Mercer County,WV,54055,447,58258,767.3,2022,NA
Mineral County,WV,54057,171,26722,639.9,2022,NA
Mingo County,WV,54059,179,22951,779.9,2022,NA
Monongalia County,WV,54061,325,106819,304.3,2022,NA
Monroe County,WV,54063,84,13229,635.0,2022,NA
Morgan County,WV,54065,130,17873,727.4,2022,NA
Nicholas County,WV,54067,176,24340,723.1,2022,NA
Ohio County,WV,54069,252,41182,611.9,2022,NA
Pendleton County,WV,54071,47,6932,678.0,2022,NA
Pleasants County,WV,54073,42,7438,564.7,2022,NA
Pocahontas County,WV,54075,66,8190,805.9,2022,NA
Preston County,WV,54077,191,33380,572.2,2022,NA
Putnam County,WV,54079,271,56428,480.3,2022,NA
Raleigh County,WV,54081,482,72920,661.0,2022,NA
Randolph County,WV,54083,176,28387,620.0,2022,NA
Ritchie County,WV,54085,50,9499,526.4,2022,NA
Roane County,WV,54087,94,13482,697.2,2022,NA
Summers County,WV,54089,100,12444,803.6,2022,NA
Taylor County,WV,54091,98,16699,586.9,2022,NA
Tucker County,WV,54093,46,6816,674.9,2022,NA
Tyler County,WV,54095,68,8533,796.9,2022,NA
Upshur County,WV,54097,131,24230,540.7,2022,NA
Wayne County,WV,54099,229,39054,586.4,2022,NA
Webster County,WV,54101,51,8058,632.9,2022,NA
Wetzel County,WV,54103,112,14904,751.5,2022,NA
Wirt County,WV,54105,35,5705,613.5,2022,NA
Wood County,WV,54107,516,82938,622.2,2022,NA
Wyoming County,WV,54109,142,20123,705.7,2022,NA
Adams County,WI,55001,144,20498,702.5,2022,NA
Ashland County,WI,55003,88,15415,570.9,2022,NA
Barron County,WI,55005,235,45090,521.2,2022,NA
Bayfield County,WI,55007,71,15242,465.8,2022,NA
Brown County,WI,55009,950,264610,359.0,2022,NA
Buffalo County,WI,55011,55,13033,422.0,2022,NA
Burnett County,WI,55013,93,15557,597.8,2022,NA
Calumet County,WI,55015,148,50209,294.8,2022,NA
Chippewa County,WI,55017,262,64737,404.7,2022,NA
Clark County,WI,55019,164,34720,472.4,2022,NA
Columbia County,WI,55021,214,57668,371.1,2022,NA
Crawford County,WI,55023,82,16021,511.8,2022,NA
Dane County,WI,55025,1465,552536,265.1,2022,NA
Dodge County,WI,55027,416,87336,476.3,2022,NA
Door County,WI,55029,166,27889,595.2,2022,NA
Douglas County,WI,55031,206,43702,471.4,2022,NA
Dunn County,WI,55033,155,45452,341.0,2022,NA
Eau Claire County,WI,55035,361,105260,343.0,2022,NA
Florence County,WI,55037,14,4298,Unreliable,2022,NA
Fond du Lac County,WI,55039,467,102902,453.8,2022,NA
Forest County,WI,55041,45,8960,502.2,2022,NA
Grant County,WI,55043,199,51021,390.0,2022,NA
Green County,WI,55045,161,36603,439.9,2022,NA
Green Lake County,WI,55047,100,18908,528.9,2022,NA
Iowa County,WI,55049,109,23640,461.1,2022,NA
Iron County,WI,55051,34,5698,596.7,2022,NA
Jackson County,WI,55053,89,20630,431.4,2022,NA
Jefferson County,WI,55055,337,85038,396.3,2022,NA
Juneau County,WI,55057,164,26908,609.5,2022,NA
Kenosha County,WI,55059,733,169671,432.0,2022,NA
Kewaunee County,WI,55061,81,20386,397.3,2022,NA
La Crosse County,WI,55063,459,118502,387.3,2022,NA
Lafayette County,WI,55065,60,16646,360.4,2022,NA
Langlade County,WI,55067,117,19119,612.0,2022,NA
Lincoln County,WI,55069,177,27566,642.1,2022,NA
Manitowoc County,WI,55071,429,78757,544.7,2022,NA
Marathon County,WI,55073,563,135593,415.2,2022,NA
Marinette County,WI,55075,244,40262,606.0,2022,NA
Marquette County,WI,55077,87,15585,558.2,2022,NA
Menominee County,WI,55078,28,4546,615.9,2022,NA
Milwaukee County,WI,55079,3621,945016,383.2,2022,NA
Monroe County,WI,55081,220,46582,472.3,2022,NA
Oconto County,WI,55083,180,38383,469.0,2022,NA
Oneida County,WI,55085,221,35751,618.2,2022,NA
Outagamie County,WI,55087,684,188766,362.4,2022,NA
Ozaukee County,WI,55089,409,90043,454.2,2022,NA
Pepin County,WI,55091,27,7271,371.3,2022,NA
Pierce County,WI,55093,133,42700,311.5,2022,NA
Polk County,WI,55095,194,43794,443.0,2022,NA
Portage County,WI,55097,264,71032,371.7,2022,NA
Price County,WI,55099,86,13245,649.3,2022,NA
Racine County,WI,55101,913,195802,466.3,2022,NA
Richland County,WI,55103,78,17258,452.0,2022,NA
Rock County,WI,55105,758,163084,464.8,2022,NA
Rusk County,WI,55107,74,14022,527.7,2022,NA
St. Croix County,WI,55109,277,91838,301.6,2022,NA
Sauk County,WI,55111,267,64449,414.3,2022,NA
Sawyer County,WI,55113,79,16700,473.1,2022,NA
Shawano County,WI,55115,201,40786,492.8,2022,NA
Sheboygan County,WI,55117,531,115240,460.8,2022,NA
Taylor County,WI,55119,84,20318,413.4,2022,NA
Trempealeau County,WI,55121,119,29681,400.9,2022,NA
Vernon County,WI,55123,127,30861,411.5,2022,NA
Vilas County,WI,55125,139,22356,621.8,2022,NA
Walworth County,WI,55127,437,103953,420.4,2022,NA
Washburn County,WI,55129,102,15712,649.2,2022,NA
Washington County,WI,55131,535,136445,392.1,2022,NA
Waukesha County,WI,55133,1640,406172,403.8,2022,NA
Waupaca County,WI,55135,255,50664,503.3,2022,NA
Waushara County,WI,55137,119,24326,489.2,2022,NA
Winnebago County,WI,55139,733,171631,427.1,2022,NA
Wood County,WI,55141,394,72560,543.0,2022,NA
Albany County,WY,56001,101,38950,259.3,2022,NA
Big Horn County,WY,56003,61,11575,527.0,2022,NA
Campbell County,WY,56005,146,46676,312.8,2022,NA
Carbon County,WY,56007,55,14711,373.9,2022,NA
Converse County,WY,56009,50,13804,362.2,2022,NA
Crook County,WY,56011,27,7593,355.6,2022,NA
Fremont County,WY,56013,204,39317,518.9,2022,NA
Goshen County,WY,56015,64,13235,483.6,2022,NA
Hot Springs County,WY,56017,34,4425,768.4,2022,NA
Johnson County,WY,56019,38,8588,442.5,2022,NA
Laramie County,WY,56021,437,100595,434.4,2022,NA
Lincoln County,WY,56023,59,20253,291.3,2022,NA
Natrona County,WY,56025,314,80815,388.5,2022,NA
Park County,WY,56029,129,29331,439.8,2022,NA
Platte County,WY,56031,52,8578,606.2,2022,NA
Sheridan County,WY,56033,152,30863,492.5,2022,NA
Sublette County,WY,56035,25,9856,253.7,2022,NA
Sweetwater County,WY,56037,130,42673,304.6,2022,NA
Teton County,WY,56039,38,23497,161.7,2022,NA
Uinta County,WY,56041,76,20215,376.0,2022,NA
Washakie County,WY,56043,36,7760,463.9,2022,NA
Weston County,WY,56045,32,6743,474.6,2022,NA
,NA,NA,1283272,329474777,389.5,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
,NA,NA,NA,NA,,2022,
